Server-0 CLIENT-REQ 2024-03-28T13:40:40.309461 [27, 0] Thread-19 transfer 
Server-1 SRV-REQ 2024-03-28T14:02:11.933347800 [20, 1] transfer 
Server-1 SRV-REQ 2024-03-28T14:02:11.934348400 [21, 1] transfer 
Server-1 SRV-REQ 2024-03-28T14:02:11.936344800 [22, 1] transfer 
Server-1 SRV-REQ 2024-03-28T14:02:11.941344700 [23, 1] transfer 
Server-1 SRV-REQ 2024-03-28T14:02:11.942350600 [25, 1] transfer 
Server-1 SRV-REQ 2024-03-28T14:02:11.944353600 [24, 1] transfer 
Server-1 SRV-REQ 2024-03-28T14:02:11.945354800 [26, 1] transfer 
Server-1 SRV-REQ 2024-03-28T14:02:11.947349300 [27, 1] transfer 
Server-1 SRV-REQ 2024-03-28T14:02:11.949350700 [28, 1] transfer 
Server-1 SRV-REQ 2024-03-28T14:02:11.950352300 [30, 1] transfer 
Server-1 SRV-REQ 2024-03-28T14:02:11.951347800 [29, 1] transfer 
Server-1 SRV-REQ 2024-03-28T14:02:11.953344200 [31, 1] transfer 
Server-1 SRV-REQ 2024-03-28T14:02:11.958344900 [32, 1] transfer 
Server-1 SRV-REQ 2024-03-28T14:02:11.966345 [34, 1] transfer 
Server-1 SRV-REQ 2024-03-28T14:02:11.968344400 [35, 1] transfer 
Server-2 SRV-REQ 2024-03-28T14:02:11.971348300 [15, 2] transfer 
Server-2 SRV-REQ 2024-03-28T14:02:11.972344700 [19, 2] transfer 
Server-2 SRV-REQ 2024-03-28T14:02:11.972344700 [17, 2] transfer 
Server-2 SRV-REQ 2024-03-28T14:02:11.973351 [16, 2] transfer 
Server-2 SRV-REQ 2024-03-28T14:02:11.974350700 [18, 2] transfer 
Server-2 SRV-REQ 2024-03-28T14:02:11.976347300 [21, 2] transfer 
Server-2 SRV-REQ 2024-03-28T14:02:11.977350200 [21, 2] transfer 
Server-1 SRV-REQ 2024-03-28T14:02:11.982349500 [33, 1] transfer 
Server-2 REQ_PROCESSING 2024-03-28T14:02:11.988355100 [27, 2]
Server-2 REQ_PROCESSING 2024-03-28T14:02:11.990346800 [27, 2]
Server-2 REQ_PROCESSING 2024-03-28T14:02:11.991348500 [27, 2]
Server-2 REQ_PROCESSING 2024-03-28T14:02:11.992347400 [27, 2]
Server-1 REQ_PROCESSING 2024-03-28T14:02:11.999348300 [35, 1]
Server-1 REQ_PROCESSING 2024-03-28T14:02:12.000352200 [35, 1]
Server-1 REQ_PROCESSING 2024-03-28T14:02:12.001359300 [35, 1]
Server-1 REQ_PROCESSING 2024-03-28T14:02:12.003350100 [38, 1]
Server-1 CLIENT-REQ 2024-03-28T14:02:12.003350100 [42, 1] Thread-6 transfer 
Server-2 REQ_PROCESSING 2024-03-28T14:02:12.006345300 [28, 2]
Server-0 CLIENT-REQ 2024-03-28T14:02:12.015347 [7, 0] Thread-14 transfer 
Server-2 CLIENT-REQ 2024-03-28T14:02:12.017353200 [29, 2] Thread-3 transfer 
Server-2 REQ_PROCESSING 2024-03-28T14:02:12.018348100 [29, 2]
Server-0 CLIENT-REQ 2024-03-28T14:02:12.020348600 [8, 0] Thread-7 transfer 
Server-2 SRV-REQ 2024-03-28T14:02:12.022346700 [30, 2] transfer 
Server-2 REQ_PROCESSING 2024-03-28T14:02:12.022346700 [31, 2]
Server-2 REQ_PROCESSING 2024-03-28T14:02:12.024352700 [31, 2]
Server-1 SRV-REQ 2024-03-28T14:02:12.024352700 [48, 1] transfer 
Server-2 SRV-REQ 2024-03-28T14:02:12.024352700 [31, 2] transfer 
Server-2 SRV-REQ 2024-03-28T14:02:12.025348600 [32, 2] transfer 
Server-1 SRV-REQ 2024-03-28T14:02:12.027347200 [49, 1] transfer 
Server-1 SRV-REQ 2024-03-28T14:02:12.028352700 [50, 1] transfer 
Server-2 SRV-REQ 2024-03-28T14:02:12.028352700 [33, 2] transfer 
Server-1 SRV-REQ 2024-03-28T14:02:12.030356900 [52, 1] transfer 
Server-2 SRV-REQ 2024-03-28T14:02:12.030356900 [35, 2] transfer 
Server-2 SRV-REQ 2024-03-28T14:02:12.031357500 [35, 2] transfer 
Server-2 REQ_PROCESSING 2024-03-28T14:02:12.032350 [39, 2]
Server-2 CLIENT-REQ 2024-03-28T14:02:12.033357700 [38, 2] Thread-4 transfer 
Server-0 CLIENT-REQ 2024-03-28T14:02:12.034345600 [9, 0] Thread-24 transfer 
Server-2 SRV-REQ 2024-03-28T14:02:12.034345600 [37, 2] transfer 
Server-2 SRV-REQ 2024-03-28T14:02:12.035347100 [36, 2] transfer 
Server-1 CLIENT-REQ 2024-03-28T14:02:12.037357500 [57, 1] Thread-23 transfer 
Server-2 SRV-REQ 2024-03-28T14:02:12.038356500 [44, 2] transfer 
Server-0 CLIENT-REQ 2024-03-28T14:02:12.038356500 [10, 0] Thread-11 transfer 
Server-1 REQ_PROCESSING 2024-03-28T14:02:12.039352300 [57, 1]
Server-2 SRV-REQ 2024-03-28T14:02:12.040350700 [44, 2] transfer 
Server-1 SRV-REQ 2024-03-28T14:02:12.040350700 [60, 1] transfer 
Server-2 CLIENT-REQ 2024-03-28T14:02:12.041343900 [45, 2] Thread-12 transfer 
Server-0 CLIENT-REQ 2024-03-28T14:02:12.042344900 [11, 0] Thread-19 transfer 
Server-2 CLIENT-REQ 2024-03-28T14:02:12.044348 [46, 2] Thread-21 transfer 
Server-1 SRV-REQ 2024-03-28T14:02:12.045354200 [63, 1] transfer 
Server-2 REQ_PROCESSING 2024-03-28T14:02:12.045354200 [46, 2]
Server-1 SRV-REQ 2024-03-28T14:02:12.046355200 [65, 1] transfer 
Server-1 SRV-REQ 2024-03-28T14:02:12.047351300 [66, 1] transfer 
Server-0 CLIENT-REQ 2024-03-28T14:02:12.049351200 [12, 0] Thread-16 transfer 
Server-1 SRV-REQ 2024-03-28T14:02:12.049351200 [68, 1] transfer 
Server-1 SRV-REQ 2024-03-28T14:02:12.050356300 [69, 1] transfer 
Server-0 CLIENT-REQ 2024-03-28T14:02:12.050356300 [13, 0] Thread-15 transfer 
Server-2 SRV-REQ 2024-03-28T14:02:12.051351500 [48, 2] transfer 
Server-1 SRV-REQ 2024-03-28T14:02:12.052345500 [70, 1] transfer 
Server-2 SRV-REQ 2024-03-28T14:02:12.055358400 [51, 2] transfer 
Server-1 SRV-REQ 2024-03-28T14:02:12.055358400 [72, 1] transfer 
Server-0 CLIENT-REQ 2024-03-28T14:02:12.057350800 [14, 0] Thread-5 transfer 
Server-1 SRV-REQ 2024-03-28T14:02:12.058354700 [73, 1] transfer 
Server-0 CLIENT-REQ 2024-03-28T14:02:12.059346400 [16, 0] Thread-20 transfer 
Server-2 SRV-REQ 2024-03-28T14:02:12.060350500 [58, 2] transfer 
Server-0 CLIENT-REQ 2024-03-28T14:02:12.060350500 [15, 0] Thread-17 transfer 
Server-1 CLIENT-REQ 2024-03-28T14:02:12.060350500 [74, 1] Thread-6 transfer 
Server-2 SRV-REQ 2024-03-28T14:02:12.063353500 [54, 2] transfer 
Server-2 SRV-REQ 2024-03-28T14:02:12.064355400 [53, 2] transfer 
Server-1 SRV-REQ 2024-03-28T14:02:12.064355400 [75, 1] transfer 
Server-2 SRV-REQ 2024-03-28T14:02:12.065347 [59, 2] transfer 
Server-0 CLIENT-REQ 2024-03-28T14:02:12.065347 [17, 0] Thread-4 transfer 
Server-1 SRV-REQ 2024-03-28T14:02:12.066353900 [76, 1] transfer 
Server-1 SRV-REQ 2024-03-28T14:02:12.067350200 [77, 1] transfer 
Server-1 SRV-REQ 2024-03-28T14:02:12.069351200 [79, 1] transfer 
Server-1 SRV-REQ 2024-03-28T14:02:12.070358200 [81, 1] transfer 
Server-2 CLIENT-REQ 2024-03-28T14:02:12.074349400 [63, 2] Thread-3 transfer 
Server-2 SRV-REQ 2024-03-28T14:02:12.076355100 [64, 2] transfer 
Server-2 CLIENT-REQ 2024-03-28T14:02:12.079356300 [65, 2] Thread-21 transfer 
Server-2 SRV-REQ 2024-03-28T14:02:12.081344700 [75, 2] transfer 
Server-1 CLIENT-REQ 2024-03-28T14:02:12.082359200 [83, 1] Thread-23 transfer 
Server-2 CLIENT-REQ 2024-03-28T14:02:12.083357700 [77, 2] Thread-12 transfer 
Server-1 SRV-REQ 2024-03-28T14:02:12.084355100 [84, 1] transfer 
Server-2 CLIENT-REQ 2024-03-28T14:02:12.085356600 [76, 2] Thread-1 transfer 
Server-1 SRV-REQ 2024-03-28T14:02:12.086354200 [86, 1] transfer 
Server-1 SRV-REQ 2024-03-28T14:02:12.088344600 [88, 1] transfer 
Server-0 CLIENT-REQ 2024-03-28T14:02:12.090351800 [18, 0] Thread-8 transfer 
Server-1 SRV-REQ 2024-03-28T14:02:12.091350400 [89, 1] transfer 
Server-1 SRV-REQ 2024-03-28T14:02:12.092354300 [90, 1] transfer 
Server-2 CLIENT-REQ 2024-03-28T14:02:12.095352600 [82, 2] Thread-6 transfer 
Server-1 SRV-REQ 2024-03-28T14:02:12.095352600 [91, 1] transfer 
Server-2 SRV-REQ 2024-03-28T14:02:12.096349 [83, 2] transfer 
Server-2 SRV-REQ 2024-03-28T14:02:12.096349 [84, 2] transfer 
Server-2 SRV-REQ 2024-03-28T14:02:12.097344600 [85, 2] transfer 
Server-2 SRV-REQ 2024-03-28T14:02:12.098344600 [86, 2] transfer 
Server-1 SRV-REQ 2024-03-28T14:02:12.098344600 [93, 1] transfer 
Server-2 SRV-REQ 2024-03-28T14:02:12.099345600 [88, 2] transfer 
Server-2 CLIENT-REQ 2024-03-28T14:02:12.103349500 [93, 2] Thread-3 transfer 
Server-2 SRV-REQ 2024-03-28T14:02:12.105351700 [94, 2] transfer 
Server-0 CLIENT-REQ 2024-03-28T14:02:12.105351700 [19, 0] Thread-21 transfer 
Server-0 CLIENT-REQ 2024-03-28T14:02:12.106345300 [20, 0] Thread-12 transfer 
Server-1 SRV-REQ 2024-03-28T14:02:12.106345300 [95, 1] transfer 
Server-0 CLIENT-REQ 2024-03-28T14:02:12.108347300 [21, 0] Thread-1 transfer 
Server-1 CLIENT-REQ 2024-03-28T14:02:12.109348200 [96, 1] Thread-23 transfer 
Server-1 SRV-REQ 2024-03-28T14:02:12.110354400 [97, 1] transfer 
Server-1 SRV-REQ 2024-03-28T14:02:12.111346100 [98, 1] transfer 
Server-1 SRV-REQ 2024-03-28T14:02:12.113353100 [99, 1] transfer 
Server-1 SRV-REQ 2024-03-28T14:02:12.113353100 [100, 1] transfer 
Server-0 CLIENT-REQ 2024-03-28T14:02:12.114357600 [22, 0] Thread-6 transfer 
Server-2 SRV-REQ 2024-03-28T14:02:12.117358500 [97, 2] transfer 
Server-1 SRV-REQ 2024-03-28T14:02:12.119350200 [102, 1] transfer 
Server-2 SRV-REQ 2024-03-28T14:02:12.123353700 [99, 2] transfer 
Server-2 CLIENT-REQ 2024-03-28T14:02:12.126347600 [100, 2] Thread-3 transfer 
Server-1 SRV-REQ 2024-03-28T14:02:12.130343800 [104, 1] transfer 
Server-1 CLIENT-REQ 2024-03-28T14:02:12.131345100 [105, 1] Thread-23 transfer 
Server-1 SRV-REQ 2024-03-28T14:02:12.134342800 [106, 1] transfer 
Server-2 SRV-REQ 2024-03-28T14:02:12.135349500 [102, 2] transfer 
Server-2 SRV-REQ 2024-03-28T14:02:12.140348300 [106, 2] transfer 
Server-0 CLIENT-REQ 2024-03-28T14:02:12.141339800 [23, 0] Thread-3 transfer 
Server-1 SRV-REQ 2024-03-28T14:02:12.144344600 [109, 1] transfer 
Server-0 CLIENT-REQ 2024-03-28T14:02:12.145342800 [24, 0] Thread-23 transfer 
Server-1 SRV-REQ 2024-03-28T14:02:12.147342700 [110, 1] transfer 
Server-0 CLIENT-REQ 2024-03-28T14:05:44.922652400 [2, 0] Thread-19 transfer 
Server-0 CLIENT-REQ 2024-03-28T14:05:44.937656300 [9, 0] Thread-9 transfer 
Server-0 CLIENT-REQ 2024-03-28T14:05:44.938656400 [8, 0] Thread-0 halt 
Server-0 CLIENT-REQ 2024-03-28T14:05:44.938656400 [7, 0] Thread-1 transfer 
Server-0 CLIENT-REQ 2024-03-28T14:05:44.939652500 [6, 0] Thread-7 transfer 
Server-0 CLIENT-REQ 2024-03-28T14:05:44.941653100 [5, 0] Thread-5 transfer 
Server-1 CLIENT-REQ 2024-03-28T14:05:44.932652500 [2, 1] Thread-20 transfer 
Server-0 CLIENT-REQ 2024-03-28T14:05:44.941653100 [4, 0] Thread-16 transfer 
Server-0 CLIENT-REQ 2024-03-28T14:05:44.942652600 [3, 0] Thread-17 transfer 
Server-2 CLIENT-REQ 2024-03-28T14:05:44.938656400 [3, 2] Thread-24 transfer 
Server-1 CLIENT-REQ 2024-03-28T14:05:44.950654100 [9, 1] Thread-13 transfer 
Server-1 CLIENT-REQ 2024-03-28T14:05:44.952656400 [8, 1] Thread-2 transfer 
Server-1 CLIENT-REQ 2024-03-28T14:05:44.953657200 [7, 1] Thread-3 transfer 
Server-1 CLIENT-REQ 2024-03-28T14:05:44.954654400 [6, 1] Thread-14 transfer 
Server-2 CLIENT-REQ 2024-03-28T14:05:44.955653800 [7, 2] Thread-8 transfer 
Server-0 CLIENT-REQ 2024-03-28T14:05:44.955653800 [1, 0] Thread-18 transfer 
Server-2 CLIENT-REQ 2024-03-28T14:05:44.957652400 [6, 2] Thread-11 transfer 
Server-2 CLIENT-REQ 2024-03-28T14:05:44.958657100 [5, 2] Thread-12 transfer 
Server-1 CLIENT-REQ 2024-03-28T14:05:44.957652400 [5, 1] Thread-6 transfer 
Server-2 CLIENT-REQ 2024-03-28T14:05:44.959215700 [1, 2] Thread-15 transfer 
Server-1 CLIENT-REQ 2024-03-28T14:05:44.959787400 [4, 1] Thread-4 transfer 
Server-1 CLIENT-REQ 2024-03-28T14:05:44.961772200 [3, 1] Thread-21 transfer 
Server-2 CLIENT-REQ 2024-03-28T14:05:44.961772200 [4, 2] Thread-10 transfer 
Server-1 CLIENT-REQ 2024-03-28T14:05:44.966771800 [1, 1] Thread-23 transfer 
Server-2 CLIENT-REQ 2024-03-28T14:05:44.967772200 [2, 2] Thread-22 transfer 
Server-1 SRV-REQ 2024-03-28T14:05:44.972780800 [10, 1] transfer 
Server-1 SRV-REQ 2024-03-28T14:05:44.973772300 [14, 1] transfer 
Server-1 SRV-REQ 2024-03-28T14:05:44.974771400 [13, 1] transfer 
Server-1 SRV-REQ 2024-03-28T14:05:44.975775400 [12, 1] transfer 
Server-1 SRV-REQ 2024-03-28T14:05:44.976774300 [11, 1] transfer 
Server-1 SRV-REQ 2024-03-28T14:05:44.978769500 [16, 1] transfer 
Server-1 SRV-REQ 2024-03-28T14:05:44.979773500 [15, 1] transfer 
Server-1 SRV-REQ 2024-03-28T14:05:44.980768200 [17, 1] transfer 
Server-1 SRV-REQ 2024-03-28T14:05:44.982770600 [18, 1] halt 
Server-1 SRV-REQ 2024-03-28T14:05:44.991771800 [19, 1] transfer 
Server-1 SRV-REQ 2024-03-28T14:05:44.995772300 [23, 1] transfer 
Server-1 SRV-REQ 2024-03-28T14:05:44.996776200 [22, 1] transfer 
Server-1 SRV-REQ 2024-03-28T14:05:44.997775100 [21, 1] transfer 
Server-1 SRV-REQ 2024-03-28T14:05:44.998769 [20, 1] transfer 
Server-1 SRV-REQ 2024-03-28T14:05:45.000770900 [24, 1] transfer 
Server-1 SRV-REQ 2024-03-28T14:05:45.003774500 [25, 1] transfer 
Server-1 SRV-REQ 2024-03-28T14:05:45.024767800 [26, 1] transfer 
Server-1 SRV-REQ 2024-03-28T14:05:45.025769600 [27, 1] transfer 
Server-1 SRV-REQ 2024-03-28T14:05:45.027775400 [28, 1] transfer 
Server-1 SRV-REQ 2024-03-28T14:05:45.030796 [29, 1] transfer 
Server-1 SRV-REQ 2024-03-28T14:05:45.034776500 [30, 1] transfer 
Server-1 SRV-REQ 2024-03-28T14:05:45.038773100 [31, 1] transfer 
Server-1 SRV-REQ 2024-03-28T14:05:45.039770900 [33, 1] transfer 
Server-1 SRV-REQ 2024-03-28T14:05:45.050817100 [37, 1] transfer 
Server-2 SRV-REQ 2024-03-28T14:05:45.051778600 [16, 2] transfer 
Server-2 SRV-REQ 2024-03-28T14:05:45.052776800 [19, 2] transfer 
Server-2 SRV-REQ 2024-03-28T14:05:45.053774300 [19, 2] transfer 
Server-2 SRV-REQ 2024-03-28T14:05:45.053774300 [17, 2] transfer 
Server-2 SRV-REQ 2024-03-28T14:05:45.054776400 [15, 2] transfer 
Server-2 SRV-REQ 2024-03-28T14:05:45.062778200 [20, 2] transfer 
Server-2 SRV-REQ 2024-03-28T14:05:45.063778100 [21, 2] transfer 
Server-2 SRV-REQ 2024-03-28T14:05:45.064772100 [22, 2] transfer 
Server-2 SRV-REQ 2024-03-28T14:05:45.067767200 [24, 2] transfer 
Server-2 SRV-REQ 2024-03-28T14:05:45.069777 [28, 2] transfer 
Server-2 CLIENT-REQ 2024-03-28T14:05:45.076772200 [32, 2] Thread-24 transfer 
Server-2 CLIENT-REQ 2024-03-28T14:05:45.077775700 [33, 2] Thread-10 transfer 
Server-2 SRV-REQ 2024-03-28T14:05:45.079775700 [34, 2] transfer 
Server-0 CLIENT-REQ 2024-03-28T14:05:45.079775700 [10, 0] Thread-22 transfer 
Server-1 SRV-REQ 2024-03-28T14:05:45.082774900 [44, 1] transfer 
Server-1 SRV-REQ 2024-03-28T14:05:45.084772400 [45, 1] transfer 
Server-0 CLIENT-REQ 2024-03-28T14:05:45.085776500 [11, 0] Thread-4 transfer 
Server-2 SRV-REQ 2024-03-28T14:05:45.086773700 [35, 2] transfer 
Server-1 SRV-REQ 2024-03-28T14:05:45.086773700 [48, 1] transfer 
Server-2 SRV-REQ 2024-03-28T14:05:45.087770100 [36, 2] transfer 
Server-1 CLIENT-REQ 2024-03-28T14:05:45.087770100 [49, 1] Thread-12 transfer 
Server-1 CLIENT-REQ 2024-03-28T14:05:45.088769 [47, 1] Thread-11 transfer 
Server-2 SRV-REQ 2024-03-28T14:05:45.089776600 [39, 2] transfer 
Server-2 CLIENT-REQ 2024-03-28T14:05:45.090812500 [38, 2] Thread-3 transfer 
Server-1 SRV-REQ 2024-03-28T14:05:45.091778100 [50, 1] transfer 
Server-2 CLIENT-REQ 2024-03-28T14:05:45.092779600 [41, 2] Thread-14 transfer 
Server-1 SRV-REQ 2024-03-28T14:05:45.093772900 [51, 1] transfer 
Server-1 SRV-REQ 2024-03-28T14:05:45.094770700 [53, 1] transfer 
Server-1 SRV-REQ 2024-03-28T14:05:45.095771800 [55, 1] transfer 
Server-2 SRV-REQ 2024-03-28T14:05:45.096776100 [42, 2] transfer 
Server-1 SRV-REQ 2024-03-28T14:05:45.097775 [56, 1] transfer 
Server-2 SRV-REQ 2024-03-28T14:05:45.097775 [43, 2] transfer 
Server-1 CLIENT-REQ 2024-03-28T14:05:45.098773300 [58, 1] Thread-2 transfer 
Server-1 SRV-REQ 2024-03-28T14:05:45.099778600 [59, 1] transfer 
Server-1 CLIENT-REQ 2024-03-28T14:05:45.103774300 [63, 1] Thread-23 transfer 
Server-2 SRV-REQ 2024-03-28T14:05:45.103774300 [51, 2] transfer 
Server-2 SRV-REQ 2024-03-28T14:05:45.104769300 [51, 2] transfer 
Server-1 CLIENT-REQ 2024-03-28T14:05:45.105774 [64, 1] Thread-6 transfer 
Server-0 CLIENT-REQ 2024-03-28T14:05:45.105774 [12, 0] Thread-20 transfer 
Server-2 SRV-REQ 2024-03-28T14:05:45.105774 [51, 2] transfer 
Server-1 SRV-REQ 2024-03-28T14:05:45.106777200 [65, 1] transfer 
Server-2 SRV-REQ 2024-03-28T14:05:45.108773500 [54, 2] transfer 
Server-1 SRV-REQ 2024-03-28T14:05:45.108773500 [67, 1] transfer 
Server-1 SRV-REQ 2024-03-28T14:05:45.109770800 [69, 1] transfer 
Server-2 CLIENT-REQ 2024-03-28T14:05:45.109770800 [56, 2] Thread-10 transfer 
Server-2 SRV-REQ 2024-03-28T14:05:45.111772800 [55, 2] transfer 
Server-1 SRV-REQ 2024-03-28T14:05:45.111772800 [71, 1] transfer 
Server-1 SRV-REQ 2024-03-28T14:05:45.114774700 [75, 1] transfer 
Server-2 SRV-REQ 2024-03-28T14:05:45.116777300 [65, 2] transfer 
Server-1 CLIENT-REQ 2024-03-28T14:05:45.117774600 [77, 1] Thread-8 transfer 
Server-2 SRV-REQ 2024-03-28T14:05:45.117774600 [65, 2] transfer 
Server-0 CLIENT-REQ 2024-03-28T14:05:45.118774800 [13, 0] Thread-12 transfer 
Server-1 CLIENT-REQ 2024-03-28T14:05:45.119771300 [78, 1] Thread-3 transfer 
Server-2 SRV-REQ 2024-03-28T14:05:45.119771300 [67, 2] transfer 
Server-2 SRV-REQ 2024-03-28T14:05:45.120808 [68, 2] transfer 
Server-1 SRV-REQ 2024-03-28T14:05:45.121772800 [80, 1] transfer 
Server-1 CLIENT-REQ 2024-03-28T14:05:45.123773400 [82, 1] Thread-15 transfer 
Server-1 SRV-REQ 2024-03-28T14:05:45.124772300 [84, 1] transfer 
Server-1 CLIENT-REQ 2024-03-28T14:05:45.125777500 [83, 1] Thread-13 transfer 
Server-2 SRV-REQ 2024-03-28T14:05:45.126768100 [69, 2] transfer 
Server-0 CLIENT-REQ 2024-03-28T14:05:45.126768100 [14, 0] Thread-24 transfer 
Server-2 CLIENT-REQ 2024-03-28T14:05:45.127776600 [70, 2] Thread-14 transfer 
Server-1 CLIENT-REQ 2024-03-28T14:05:45.127776600 [87, 1] Thread-23 transfer 
Server-0 CLIENT-REQ 2024-03-28T14:05:45.129772300 [15, 0] Thread-11 transfer 
Server-1 SRV-REQ 2024-03-28T14:05:45.130774900 [88, 1] transfer 
Server-1 SRV-REQ 2024-03-28T14:05:45.132769800 [90, 1] transfer 
Server-1 SRV-REQ 2024-03-28T14:05:45.133779900 [91, 1] transfer 
Server-1 SRV-REQ 2024-03-28T14:05:45.134766800 [90, 1] transfer 
Server-1 SRV-REQ 2024-03-28T14:05:45.137777800 [92, 1] transfer 
Server-2 SRV-REQ 2024-03-28T14:05:45.144777500 [83, 2] transfer 
Server-1 SRV-REQ 2024-03-28T14:05:45.144777500 [96, 1] transfer 
Server-1 SRV-REQ 2024-03-28T14:05:45.145771100 [98, 1] transfer 
Server-1 CLIENT-REQ 2024-03-28T14:05:45.146769100 [99, 1] Thread-6 transfer 
Server-2 SRV-REQ 2024-03-28T14:05:45.147769200 [84, 2] transfer 
Server-0 CLIENT-REQ 2024-03-28T14:05:45.151781 [16, 0] Thread-21 transfer 
Server-2 SRV-REQ 2024-03-28T14:05:45.152770200 [88, 2] transfer 
Server-1 SRV-REQ 2024-03-28T14:05:45.152770200 [102, 1] transfer 
Server-2 CLIENT-REQ 2024-03-28T14:05:45.154779400 [85, 2] Thread-2 transfer 
Server-2 SRV-REQ 2024-03-28T14:05:45.157769100 [91, 2] transfer 
Server-2 SRV-REQ 2024-03-28T14:05:45.158766700 [92, 2] transfer 
Server-0 CLIENT-REQ 2024-03-28T14:05:45.158766700 [17, 0] Thread-10 transfer 
Server-2 CLIENT-REQ 2024-03-28T14:05:45.160772900 [93, 2] Thread-15 transfer 
Server-1 SRV-REQ 2024-03-28T14:05:45.160772900 [104, 1] transfer 
Server-2 SRV-REQ 2024-03-28T14:05:45.161768 [90, 2] transfer 
Server-1 SRV-REQ 2024-03-28T14:05:45.164767800 [108, 1] transfer 
Server-1 SRV-REQ 2024-03-28T14:05:45.165772500 [110, 1] transfer 
Server-1 SRV-REQ 2024-03-28T14:05:45.166776100 [110, 1] transfer 
Server-2 SRV-REQ 2024-03-28T14:05:45.171776700 [100, 2] transfer 
Server-0 CLIENT-REQ 2024-03-28T14:05:45.172774400 [18, 0] Thread-13 transfer 
Server-0 CLIENT-REQ 2024-03-28T14:05:45.173776300 [19, 0] Thread-3 transfer 
Server-0 CLIENT-REQ 2024-03-28T14:05:45.174776600 [20, 0] Thread-23 transfer 
Server-1 SRV-REQ 2024-03-28T14:05:45.177797200 [112, 1] transfer 
Server-2 CLIENT-REQ 2024-03-28T14:05:45.178776100 [103, 2] Thread-14 transfer 
Server-0 CLIENT-REQ 2024-03-28T14:05:45.179782500 [21, 0] Thread-8 transfer 
Server-2 SRV-REQ 2024-03-28T14:05:45.180807800 [104, 2] transfer 
Server-1 SRV-REQ 2024-03-28T14:05:45.180807800 [114, 1] transfer 
Server-2 SRV-REQ 2024-03-28T14:05:45.181777400 [105, 2] transfer 
Server-1 SRV-REQ 2024-03-28T14:05:45.182770200 [115, 1] transfer 
Server-1 SRV-REQ 2024-03-28T14:05:45.182770200 [116, 1] transfer 
Server-0 CLIENT-REQ 2024-03-28T14:05:45.186772900 [22, 0] Thread-6 transfer 
Server-1 SRV-REQ 2024-03-28T14:05:45.187771700 [117, 1] transfer 
Server-2 SRV-REQ 2024-03-28T14:05:45.192768800 [109, 2] transfer 
Server-1 SRV-REQ 2024-03-28T14:05:45.193773100 [118, 1] transfer 
Server-1 CLIENT-REQ 2024-03-28T14:05:45.194766 [119, 1] Thread-15 transfer 
Server-2 CLIENT-REQ 2024-03-28T14:05:45.197774800 [110, 2] Thread-2 transfer 
Server-1 SRV-REQ 2024-03-28T14:05:45.201770 [120, 1] transfer 
Server-1 SRV-REQ 2024-03-28T14:05:45.201770 [121, 1] transfer 
Server-1 CLIENT-REQ 2024-03-28T14:05:45.205767800 [123, 1] Thread-14 transfer 
Server-2 SRV-REQ 2024-03-28T14:05:45.206763800 [120, 2] transfer 
Server-1 SRV-REQ 2024-03-28T14:05:45.207766 [124, 1] transfer 
Server-2 SRV-REQ 2024-03-28T14:05:45.207766 [121, 2] transfer 
Server-2 SRV-REQ 2024-03-28T14:05:45.213771900 [124, 2] transfer 
Server-1 CLIENT-REQ 2024-03-28T14:05:45.215769200 [127, 1] Thread-15 transfer 
Server-1 CLIENT-REQ 2024-03-28T14:05:45.216771 [128, 1] Thread-2 transfer 
Server-1 SRV-REQ 2024-03-28T14:05:45.217772400 [130, 1] transfer 
Server-1 SRV-REQ 2024-03-28T14:05:45.219764200 [131, 1] transfer 
Server-1 CLIENT-REQ 2024-03-28T14:05:45.220766400 [133, 1] Thread-14 transfer 
Server-2 SRV-REQ 2024-03-28T14:05:45.222772700 [128, 2] transfer 
Server-2 SRV-REQ 2024-03-28T14:05:45.223770300 [129, 2] transfer 
Server-1 SRV-REQ 2024-03-28T14:05:45.223770300 [135, 1] transfer 
Server-2 SRV-REQ 2024-03-28T14:05:45.228768700 [134, 2] transfer 
Server-2 CLIENT-REQ 2024-03-28T14:05:45.230769600 [135, 2] Thread-2 transfer 
Server-1 CLIENT-REQ 2024-03-28T14:05:45.231771100 [139, 1] Thread-15 transfer 
Server-1 SRV-REQ 2024-03-28T14:05:45.233774500 [141, 1] transfer 
Server-1 SRV-REQ 2024-03-28T14:05:45.234770600 [142, 1] transfer 
Server-1 CLIENT-REQ 2024-03-28T14:05:45.236765900 [143, 1] Thread-14 transfer 
Server-1 SRV-REQ 2024-03-28T14:05:45.238765400 [145, 1] transfer 
Server-2 SRV-REQ 2024-03-28T14:05:45.240769700 [141, 2] transfer 
Server-2 SRV-REQ 2024-03-28T14:05:45.240769700 [141, 2] transfer 
Server-2 SRV-REQ 2024-03-28T14:05:45.243774400 [144, 2] transfer 
Server-2 CLIENT-REQ 2024-03-28T14:05:45.247772 [145, 2] Thread-15 transfer 
Server-1 CLIENT-REQ 2024-03-28T14:05:45.248770700 [149, 1] Thread-2 transfer 
Server-1 CLIENT-REQ 2024-03-28T14:05:45.250771900 [150, 1] Thread-14 transfer 
Server-1 SRV-REQ 2024-03-28T14:05:45.251771700 [152, 1] transfer 
Server-1 SRV-REQ 2024-03-28T14:05:45.251771700 [152, 1] transfer 
